オーナー登録済フラグ,店名,住所,電話番号,ジャンル,評価＆口コミ点数,口コミ数,公式サイトURL,メニューURL,URL
オーナー未登録,居酒屋一笑,〒812-0043 福岡県 福岡市博多区 堅粕2-20-1,+81 92-633-4878,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d13069244,https://www.tripadvisor.jp/Restaurant_Review-g14127501-d13069244-Reviews-Izakaya_Issho-Hakata_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,居酒屋ぱる,〒810-0011 福岡県 福岡市中央区 高砂2-13-7,+81 92-524-8383,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d13069249,https://www.tripadvisor.jp/Restaurant_Review-g14127491-d13069249-Reviews-Izakaya_Pal-Chuo_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,居酒屋もも,〒810-0014 福岡県 福岡市中央区 平尾2-21-13,+81 92-524-7313,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d13069253,https://www.tripadvisor.jp/Restaurant_Review-g14127491-d13069253-Reviews-Izakaya_Momo-Chuo_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,居酒屋里,〒810-0014 福岡県 福岡市中央区 平尾2-4-2,+81 92-531-4194,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d13069261,https://www.tripadvisor.jp/Restaurant_Review-g14127491-d13069261-Reviews-Izakaya_Sato-Chuo_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,喜酒処 旬喰,〒810-0023 福岡県 福岡市中央区 警固2-13-7,+81 92-711-1993,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d13069415,https://www.tripadvisor.jp/Restaurant_Review-g14127491-d13069415-Reviews-Kishudokoro_Shungui-Chuo_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,豆緒,〒810-0001 福岡県 福岡市中央区天神 3-1-13,+81 92-771-5959,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d13069579,https://www.tripadvisor.jp/Restaurant_Review-g14135106-d13069579-Reviews-Mameitoguchi-Tenjin_Chuo_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,居心地居酒屋 梶,〒814-0021 福岡県 福岡市 早良区荒江2-12-21,+81 92-852-1339,居酒屋,,,,,https://www.tripadvisor.jp/Restaurant_Review-g298207-d13070185-Reviews-Tavern_Kaji-Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,居酒屋にたか,〒814-0103 福岡県 福岡市 城南区鳥飼6-7-7,+81 92-707-6100,和食,,,,,https://www.tripadvisor.jp/Restaurant_Review-g298207-d13151334-Reviews-Izakaya_Nitaka-Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,焼鳥居酒屋 ゆらり,〒815-0033 福岡県 福岡市 南区大橋1-11-16,+81 92-552-6400,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d13188249,https://www.tripadvisor.jp/Restaurant_Review-g298207-d13188249-Reviews-Yakitori_Tavern_Yurari-Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,十時家,〒810-0023 福岡県 福岡市中央区 警固1-4-27,+81 92-741-7520,居酒屋,,,,,https://www.tripadvisor.jp/Restaurant_Review-g14127491-d13216329-Reviews-Jujiya-Chuo_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,とし,〒812-0034 福岡県 福岡市博多区 下呉服町5-33,+81 92-282-3635,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d13243564,https://www.tripadvisor.jp/Restaurant_Review-g14127501-d13243564-Reviews-Age-Hakata_Fukuoka_Fukuoka_Prefecture_Kyushu.html
登録済み,とぶそーや,〒810-0005 福岡県 福岡市中央区 清川1-11-17,+81 92-521-3335,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d13243627,https://www.tripadvisor.jp/Restaurant_Review-g14127491-d13243627-Reviews-Tobusoya-Chuo_Fukuoka_Fukuoka_Prefecture_Kyushu.html
登録済み,ニパチ　野間店,〒815-0041 福岡県 福岡市 南区野間1-10-1,+81 92-511-1882,居酒屋,,,,,https://www.tripadvisor.jp/Restaurant_Review-g298207-d13243932-Reviews-Nipachi_Noma-Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,ビリケン兄弟,〒814-0002 福岡県 福岡市 早良区西新5-1-35,+81 92-831-7878,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d13244818,https://www.tripadvisor.jp/Restaurant_Review-g298207-d13244818-Reviews-Billiken_Brothers-Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,マイソング博多店,〒812-0011 福岡県 福岡市博多区博多駅前 2-12-12,+81 92-471-9501,カフェ・喫茶店,,,,https://www.tripadvisor.jp/UpdateListing-d13246380,https://www.tripadvisor.jp/Restaurant_Review-g14135122-d13246380-Reviews-My_Song_Hakata-Hakataekimae_Hakata_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,IZAKAYAらしく,〒819-0025 福岡県 福岡市 石丸1-2-12,+81 92-407-5688,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d13256052,https://www.tripadvisor.jp/Restaurant_Review-g298207-d13256052-Reviews-Rashiku_Izakaya-Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,Kきっちん,〒812-0054 福岡県 福岡市 東区馬出2-2-3,+81 92-631-0667,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d13256144,https://www.tripadvisor.jp/Restaurant_Review-g298207-d13256144-Reviews-K_Kitchen-Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,がっさい,〒810-0015 福岡県 福岡市中央区 那の川2-11-12,+81 92-523-1529,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d13258497,https://www.tripadvisor.jp/Restaurant_Review-g14127491-d13258497-Reviews-Edged-Chuo_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,かどバル,〒810-0042 福岡県 福岡市中央区 赤坂1-15-1,+81 92-753-9119,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d13258539,https://www.tripadvisor.jp/Restaurant_Review-g14127491-d13258539-Reviews-Excessive_Bal-Chuo_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,ダイニング マリー（marie）,〒819-0007 福岡県 福岡市 西区愛宕南2-14-6,+81 92-881-1538,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d13260732,https://www.tripadvisor.jp/Restaurant_Review-g298207-d13260732-Reviews-Dining_Marie-Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,トヨシマキッチン,〒814-0112 福岡県 福岡市 城南区友丘2-2-41,+81 92-863-1147,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d13261301,https://www.tripadvisor.jp/Restaurant_Review-g298207-d13261301-Reviews-Toyoshima_Kitchen-Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,やぶこうじ,〒810-0073 福岡県 福岡市中央区 舞鶴1-3-4,+81 92-791-5575,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d13264214,https://www.tripadvisor.jp/Restaurant_Review-g14127491-d13264214-Reviews-Ardisia_Japonica-Chuo_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,横道,〒815-0041 福岡県 福岡市 南区野間1-9-3,+81 92-555-2575,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d13265383,https://www.tripadvisor.jp/Restaurant_Review-g298207-d13265383-Reviews-Side_Street-Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,花ふじ,〒812-0011 福岡県 福岡市博多区博多駅前 4-36-20,+81 92-473-0600,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d13265589,https://www.tripadvisor.jp/Restaurant_Review-g14135122-d13265589-Reviews-Hana_Fuji-Hakataekimae_Hakata_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,旬菜佐々,〒810-0801 福岡県 福岡市博多区中洲 2-7-10,+81 92-262-2992,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d13267470,https://www.tripadvisor.jp/Restaurant_Review-g14135118-d13267470-Reviews-Shun_Na_Sasa-Nakasu_Hakata_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,旬味 やま修,〒810-0022 福岡県 福岡市中央区 薬院3-13-11,+81 92-526-7050,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d13267488,https://www.tripadvisor.jp/Restaurant_Review-g14127491-d13267488-Reviews-Shunmi_Osamu_Yama-Chuo_Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,肉酒場炙一,〒811-1302 福岡県 福岡市 井尻1-37-13 フェニックスビル1F,+81 92-593-3216,,,,,,https://www.tripadvisor.jp/Restaurant_Review-g298207-d13269261-Reviews-Meat_Tavern_Abuichi-Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,博多あぶりや,〒815-0082 福岡県 福岡市 南区大楠1-29-29,+81 92-523-8700,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d13269401,https://www.tripadvisor.jp/Restaurant_Review-g298207-d13269401-Reviews-Hakata_Roast_Ya-Fukuoka_Fukuoka_Prefecture_Kyushu.html
オーナー未登録,博多一番どり　九州産業大学前店,〒813-0003 福岡県 福岡市 東区香住ヶ丘2-13-11,+81 92-663-1066,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d13269407,https://www.tripadvisor.jp/Restaurant_Review-g298207-d13269407-Reviews-Hakata_Most_Are_in_Kyushu_Sangyo_University_Before-Fukuoka_Fukuoka_Prefecture_Ky.html
オーナー未登録,たぼ田,〒811-0204 福岡県 福岡市 東区奈多1-12-52,+81 92-606-0818,居酒屋,,,,https://www.tripadvisor.jp/UpdateListing-d13437449,https://www.tripadvisor.jp/Restaurant_Review-g298207-d13437449-Reviews-The_Button-Fukuoka_Fukuoka_Prefecture_Kyushu.html
